name,price,color,mileage,brand,model,location,date_displayed,transmission,air_conditioner,power_steering,remote_control,item_url,year,log_price,car_age,km_per_year,search_text
Skoda Kodiaq 2023,2740000.0,Silver,400.0,Skoda,Kodiaq,Gharbia,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/skoda/kodiaq/6136167,2023.0,14.82346884332769,3.0,133.33333333333334,brand Skoda model Kodiaq name Skoda Kodiaq 2023 location Gharbia color Silver transmission Automatic
Volkswagen Jetta 2011,1150000.0,Black,130000.0,Volkswagen,Jetta,Tagamo3 - New Cairo,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/jetta/6136697,2011.0,13.955273369904273,15.0,8666.666666666666,brand Volkswagen model Jetta name Volkswagen Jetta 2011 location Tagamo3 - New Cairo color Black transmission Automatic
Nissan Sunny 2017,445000.0,Silver,95000.0,Nissan,Sunny,Giza,2023-11-25,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/nissan/sunny/6136662,2017.0,13.005831808336863,9.0,10555.555555555555,brand Nissan model Sunny name Nissan Sunny 2017 location Giza color Silver transmission Automatic
Mercedes C 180 2019,3250000.0,Gray,21000.0,Mercedes,C 180,Tagamo3 - New Cairo,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/mercedes/c-180/6136641,2019.0,14.99416586199818,7.0,3000.0,brand Mercedes model C 180 name Mercedes C 180 2019 location Tagamo3 - New Cairo color Gray transmission Automatic
Toyota Yaris 2015,720000.0,Mocha,40000.0,Toyota,Yaris,Mansoura,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/toyota/yaris/6136511,2015.0,13.487007879880162,11.0,3636.3636363636365,brand Toyota model Yaris name Toyota Yaris 2015 location Mansoura color Mocha transmission Automatic
Geely Okavango 2022,1300000.0,Black,58500.0,Geely,Okavango,Cairo,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/geely/Okavango/6136565,2022.0,14.077875591662238,4.0,14625.0,brand Geely model Okavango name Geely Okavango 2022 location Cairo color Black transmission Automatic
Chery Tiggo 3 2023,950000.0,Silver,15000.0,Chery,Tiggo 3,Alexandria,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo3/6136544,2023.0,13.76421831620775,3.0,5000.0,brand Chery model Tiggo 3 name Chery Tiggo 3 2023 location Alexandria color Silver transmission Automatic
BMW X4 2020,3950000.0,Silver,16000.0,BMW,X4,Cairo,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/bmw/x4/6136269,2020.0,15.18922639004183,6.0,2666.6666666666665,brand BMW model X4 name BMW X4 2020 location Cairo color Silver transmission Manual
Suzuki Fronx 2023,1650000.0,Black,0.0,Suzuki,Fronx,Alexandria,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/Fronx/6136527,2023.0,14.316286451937186,3.0,0.0,brand Suzuki model Fronx name Suzuki Fronx 2023 location Alexandria color Black transmission Manual
Toyota Corolla 2023,1750000.0,Gray,,Toyota,Corolla,Al Shorouk,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6136188,2023.0,14.375126917328105,3.0,,brand Toyota model Corolla name Toyota Corolla 2023 location Al Shorouk color Gray transmission Automatic
Suzuki Van 2014,170000.0,Dark red,,Suzuki,Van,Warraq,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/suzuki/van/6136496,2014.0,12.04355959836804,12.0,,brand Suzuki model Van name Suzuki Van 2014 location Warraq color Dark red transmission Manual
BMW 316 2015,1200000.0,Silver,152000.0,BMW,316,Beni Suef,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/bmw/316/6136473,2015.0,13.997832948091215,11.0,13818.181818181818,brand BMW model 316 name BMW 316 2015 location Beni Suef color Silver transmission Manual
Changan Eado plus 2022,675000.0,Black,68000.0,Changan,Eado plus,Alexandria,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/changan/eado-plus/6136407,2022.0,13.42246945133505,4.0,17000.0,brand Changan model Eado plus name Changan Eado plus 2022 location Alexandria color Black transmission Manual
Hyundai Elantra 2010,450000.0,Silver,140000.0,Hyundai,Elantra,Beheira,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/elantra/6136382,2010.0,13.017005083966255,16.0,8750.0,brand Hyundai model Elantra name Hyundai Elantra 2010 location Beheira color Silver transmission Manual
Hyundai Elantra AD 2019,900000.0,White,150000.0,Hyundai,Elantra AD,Sadat City,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6136376,2019.0,13.710151153416941,7.0,21428.571428571428,brand Hyundai model Elantra AD name Hyundai Elantra AD 2019 location Sadat City color White transmission Automatic
Toyota Corolla 2003,380000.0,Silver,173000.0,Toyota,Corolla,Hurghada,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6136326,2003.0,12.847929163278053,23.0,7521.739130434783,brand Toyota model Corolla name Toyota Corolla 2003 location Hurghada color Silver transmission Automatic
Hyundai Grand i10 2015,475000.0,Dark red,115000.0,Hyundai,Grand i10,Giza,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/grand-i10/6136350,2015.0,13.07107218827772,11.0,10454.545454545454,brand Hyundai model Grand i10 name Hyundai Grand i10 2015 location Giza color Dark red transmission Automatic
BMW X3 M 2019,2900000.0,Blue,160000.0,BMW,X3 M,6 October,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/bmw/X3-M/6136301,2019.0,14.88022163978423,7.0,22857.14285714286,brand BMW model X3 M name BMW X3 M 2019 location 6 October color Blue transmission Manual
BMW X1 2019,1950000.0,Dark blue,64000.0,BMW,X1,Tagamo3 - New Cairo,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/x1/6130247,2019.0,14.48334044336031,7.0,9142.857142857143,brand BMW model X1 name BMW X1 2019 location Tagamo3 - New Cairo color Dark blue transmission Automatic
Hyundai Verna 2013,300000.0,Black,200000.0,Hyundai,Verna,Cairo,2023-11-25,Manual,Yes,No,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6136281,2013.0,12.611541086966115,13.0,15384.615384615385,brand Hyundai model Verna name Hyundai Verna 2013 location Cairo color Black transmission Manual
Speranza Envy 2018,260000.0,Red,189000.0,Speranza,Envy,Alexandria,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/speranza/envy/6136256,2018.0,12.468440756144114,8.0,23625.0,brand Speranza model Envy name Speranza Envy 2018 location Alexandria color Red transmission Manual
Suzuki Swift Dzire 2022,590000.0,Red,9000.0,Suzuki,Swift Dzire,Heliopolis,2023-11-25,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/suzuki/swift-dzire/6130085,2022.0,13.28787951079572,4.0,2250.0,brand Suzuki model Swift Dzire name Suzuki Swift Dzire 2022 location Heliopolis color Red transmission Manual
BMW 316 2011,800000.0,Blue,327000.0,BMW,316,Sheikh Zayed City,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/316/6106277,2011.0,13.592368256649284,15.0,21800.0,brand BMW model 316 name BMW 316 2011 location Sheikh Zayed City color Blue transmission Automatic
Hyundai Verna 2004,185000.0,Olive,260000.0,Hyundai,Verna,Faiyum,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/verna/6136238,2004.0,12.128116509451258,22.0,11818.181818181818,brand Hyundai model Verna name Hyundai Verna 2004 location Faiyum color Olive transmission Manual
Chevrolet Aveo 2012,300000.0,Silver,186000.0,Chevrolet,Aveo,Dyarb Negm,2023-11-25,Manual,Yes,Yes,No,https://eg.hatla2ee.com/en/car/chevrolet/aveo/6136209,2012.0,12.611541086966115,14.0,13285.714285714286,brand Chevrolet model Aveo name Chevrolet Aveo 2012 location Dyarb Negm color Silver transmission Manual
Opel Crossland 2021,1050000.0,White,39000.0,Opel,Crossland,Alexandria,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/opel/Crossland/6136203,2021.0,13.864301674514206,5.0,7800.0,brand Opel model Crossland name Opel Crossland 2021 location Alexandria color White transmission Automatic
Volkswagen Passat 2007,800000.0,Black,140000.0,Volkswagen,Passat,Alexandria,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6112709,2007.0,13.592368256649284,19.0,7368.421052631579,brand Volkswagen model Passat name Volkswagen Passat 2007 location Alexandria color Black transmission Manual
Toyota Corolla 2008,300000.0,Black,250000.0,Toyota,Corolla,Cairo,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/toyota/corolla/6136121,2008.0,12.611541086966115,18.0,13888.888888888889,brand Toyota model Corolla name Toyota Corolla 2008 location Cairo color Black transmission Manual
Kia Cerato 2008,450000.0,Silver,122500.0,Kia,Cerato,Cairo,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/cerato/6136074,2008.0,13.017005083966255,18.0,6805.555555555556,brand Kia model Cerato name Kia Cerato 2008 location Cairo color Silver transmission Automatic
Toyota Corolla 2019,1390000.0,Black,39000.0,Toyota,Corolla,Alexandria,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/toyota/corolla/6126399,2019.0,14.144815024531075,7.0,5571.428571428572,brand Toyota model Corolla name Toyota Corolla 2019 location Alexandria color Black transmission Automatic
Jeep Grand Cherokee 2009,750000.0,Black,200000.0,Jeep,Grand Cherokee,Pyramids Gardens,2023-11-25,Manual,No,No,No,https://eg.hatla2ee.com/en/car/jeep/grand-Cherokee/6136010,2009.0,13.527829818844937,17.0,11764.70588235294,brand Jeep model Grand Cherokee name Jeep Grand Cherokee 2009 location Pyramids Gardens color Black transmission Manual
Jac S3 2019,520000.0,Brown,56000.0,Jac,S3,Pyramids Gardens,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jac/s3/6129990,2019.0,13.161586013632684,7.0,8000.0,brand Jac model S3 name Jac S3 2019 location Pyramids Gardens color Brown transmission Automatic
Seat Leon 2020,1650000.0,White,80000.0,Seat,Leon,Dokki,2023-11-25,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/seat/leon/6135992,2020.0,14.316286451937186,6.0,13333.333333333334,brand Seat model Leon name Seat Leon 2020 location Dokki color White transmission Automatic
Kia Carnival 2008,850000.0,Gold,230000.0,Kia,Carnival,Heliopolis,2023-11-25,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/carnival/6135978,2008.0,13.652992804936396,18.0,12777.777777777777,brand Kia model Carnival name Kia Carnival 2008 location Heliopolis color Gold transmission Automatic
Mitsubishi Lancer Puma 2007,270000.0,White,300000.0,Mitsubishi,Lancer Puma,El Minya,2023-11-25,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-Puma/6135986,2007.0,12.506180941677357,19.0,15789.473684210527,brand Mitsubishi model Lancer Puma name Mitsubishi Lancer Puma 2007 location El Minya color White transmission Automatic
Mercedes C 180 2009,1100000.0,Bronze,152000.0,Mercedes,C 180,Sharqia,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mercedes/c-180/6135840,2009.0,13.910821646859095,17.0,8941.176470588236,brand Mercedes model C 180 name Mercedes C 180 2009 location Sharqia color Bronze transmission Manual
MG HS 2022,1280000.0,Red,48500.0,MG,HS,Sheikh Zayed City,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6135800,2022.0,14.062371417145494,4.0,12125.0,brand MG model HS name MG HS 2022 location Sheikh Zayed City color Red transmission Automatic
Volkswagen CC 2003,500000.0,Blue,150000.0,Volkswagen,CC,El Haram,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/cc/6135735,2003.0,13.122365377402328,23.0,6521.739130434783,brand Volkswagen model CC name Volkswagen CC 2003 location El Haram color Blue transmission Manual
Geely Emgrand 7 2014,420000.0,Silver,205000.0,Geely,Emgrand 7,Alexandria,2023-11-24,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/geely/emgrand7/6135734,2014.0,12.948012371209098,12.0,17083.333333333332,brand Geely model Emgrand 7 name Geely Emgrand 7 2014 location Alexandria color Silver transmission Automatic
BMW X6 M 2016,3300000.0,Black,150000.0,BMW,X6 M,Nasr city,2023-11-24,Automatic,No,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/X6-M/5743689,2016.0,15.009433329466965,10.0,15000.0,brand BMW model X6 M name BMW X6 M 2016 location Nasr city color Black transmission Automatic
Byd L3 2023,550000.0,Blue,18000.0,Byd,L3,Nasr city,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/l3/6129456,2023.0,13.217675375388819,3.0,6000.0,brand Byd model L3 name Byd L3 2023 location Nasr city color Blue transmission Automatic
Renault Duster 2020,850000.0,Dark blue,80000.0,Renault,Duster,Asyut,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6135606,2020.0,13.652992804936396,6.0,13333.333333333334,brand Renault model Duster name Renault Duster 2020 location Asyut color Dark blue transmission Automatic
Hyundai Verna 2011,300000.0,Black,250000.0,Hyundai,Verna,Red Sea,2023-11-24,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/verna/6135570,2011.0,12.611541086966115,15.0,16666.666666666668,brand Hyundai model Verna name Hyundai Verna 2011 location Red Sea color Black transmission Manual
Opel Astra 2017,710000.0,Bronze,87000.0,Opel,Astra,Alexandria,2023-11-24,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/opel/astra/6135560,2017.0,13.47302165746721,9.0,9666.666666666666,brand Opel model Astra name Opel Astra 2017 location Alexandria color Bronze transmission Automatic
Opel Astra 2008,300000.0,Black,180000.0,Opel,Astra,Maadi,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6135521,2008.0,12.611541086966115,18.0,10000.0,brand Opel model Astra name Opel Astra 2008 location Maadi color Black transmission Automatic
MG ZS 2021,820000.0,Black,66000.0,MG,ZS,6 October,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6129621,2021.0,13.617060838751888,5.0,13200.0,brand MG model ZS name MG ZS 2021 location 6 October color Black transmission Automatic
Mitsubishi Lancer EX Shark 2016,655000.0,Silver,127000.0,Mitsubishi,Lancer EX Shark,El Minya,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6127589,2016.0,13.39239204133378,10.0,12700.0,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2016 location El Minya color Silver transmission Manual
Citroën C4 2007,340000.0,Dark grey,300000.0,Citroën,C4,Cairo,2023-11-24,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/citroen/c4/6134976,2007.0,12.73670383776449,19.0,15789.473684210527,brand Citroën model C4 name Citroën C4 2007 location Cairo color Dark grey transmission Automatic
Kia Spectra 2002,400000.0,Black,280000.0,Kia,Spectra,Banha,2023-11-24,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/kia/spectra/6135476,2002.0,12.899222326086994,24.0,11666.666666666666,brand Kia model Spectra name Kia Spectra 2002 location Banha color Black transmission Automatic
BMW 318 2016,1300000.0,Blue,110000.0,BMW,318,Heliopolis,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/318/6132554,2016.0,14.077875591662238,10.0,11000.0,brand BMW model 318 name BMW 318 2016 location Heliopolis color Blue transmission Automatic
Hyundai Accent RB 2023,900000.0,Silver,23000.0,Hyundai,Accent RB,Cairo,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Accent-RB/6135447,2023.0,13.710151153416941,3.0,7666.666666666667,brand Hyundai model Accent RB name Hyundai Accent RB 2023 location Cairo color Silver transmission Automatic
Kia K3 2013,600000.0,Black,185000.0,Kia,K3,Sharqia,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/kia/K3/6135456,2013.0,13.304686600863562,13.0,14230.76923076923,brand Kia model K3 name Kia K3 2013 location Sharqia color Black transmission Automatic
Peugeot 307 2007,340000.0,Eggplant,257000.0,Peugeot,307,Madinaty,2023-11-24,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/peugeot/307/6135128,2007.0,12.73670383776449,19.0,13526.315789473685,brand Peugeot model 307 name Peugeot 307 2007 location Madinaty color Eggplant transmission Automatic
Byd F3 2020,400000.0,Blue,140000.0,Byd,F3,Cairo,2023-11-24,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6135321,2020.0,12.899222326086994,6.0,23333.333333333332,brand Byd model F3 name Byd F3 2020 location Cairo color Blue transmission Manual
Jeep Renegade 2021,1450000.0,White,80000.0,Jeep,Renegade,Banha,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/jeep/Renegade/6135375,2021.0,14.187074804051692,5.0,16000.0,brand Jeep model Renegade name Jeep Renegade 2021 location Banha color White transmission Automatic
BMW M3 2008,1600000.0,Black,160000.0,BMW,M3,Tagamo3 - New Cairo,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/m3/6135344,2008.0,14.285514812209815,18.0,8888.888888888889,brand BMW model M3 name BMW M3 2008 location Tagamo3 - New Cairo color Black transmission Automatic
MG ZS 2020,830000.0,Dark red,50000.0,MG,ZS,Alexandria,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6135401,2020.0,13.629182184591333,6.0,8333.333333333334,brand MG model ZS name MG ZS 2020 location Alexandria color Dark red transmission Automatic
Chevrolet Optra 2007,325000.0,Silver,265000.0,Chevrolet,Optra,Beheira,2023-11-24,Automatic,Yes,No,No,https://eg.hatla2ee.com/en/car/chevrolet/optra/6135374,2007.0,12.691583538230217,19.0,13947.368421052632,brand Chevrolet model Optra name Chevrolet Optra 2007 location Beheira color Silver transmission Automatic
Kia Sportage 2021,700000.0,White,70000.0,Kia,Sportage,Maadi,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6129510,2021.0,13.45883704259595,5.0,14000.0,brand Kia model Sportage name Kia Sportage 2021 location Maadi color White transmission Automatic
Nissan Sentra 2023,1750000.0,Gray,7000.0,Nissan,Sentra,Cairo,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/nissan/sentra/5961945,2023.0,14.375126917328105,3.0,2333.3333333333335,brand Nissan model Sentra name Nissan Sentra 2023 location Cairo color Gray transmission Automatic
Renault Logan 2013,250000.0,Petroleum,160000.0,Renault,Logan,Cairo,2023-11-24,Manual,Yes,No,Yes,https://eg.hatla2ee.com/en/car/renault/logan/6135003,2013.0,12.429220196836383,13.0,12307.692307692309,brand Renault model Logan name Renault Logan 2013 location Cairo color Petroleum transmission Manual
Peugeot 308 2011,500000.0,Silver,40000.0,Peugeot,308,6 October,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/peugeot/308/6135254,2011.0,13.122365377402328,15.0,2666.6666666666665,brand Peugeot model 308 name Peugeot 308 2011 location 6 October color Silver transmission Manual
Hyundai Elantra MD 2016,560000.0,Silver,87000.0,Hyundai,Elantra MD,Qalyubia,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-MD/6135252,2016.0,13.235693848424024,10.0,8700.0,brand Hyundai model Elantra MD name Hyundai Elantra MD 2016 location Qalyubia color Silver transmission Automatic
Kia Sportage 2024,1950000.0,Dark grey,400.0,Kia,Sportage,Alexandria,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/sportage/6133022,2024.0,14.48334044336031,2.0,200.0,brand Kia model Sportage name Kia Sportage 2024 location Alexandria color Dark grey transmission Automatic
Byd F3 2020,361000.0,Dark grey,71000.0,Byd,F3,Cairo,2023-11-24,Manual,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6134858,2020.0,12.796636007394284,6.0,11833.333333333334,brand Byd model F3 name Byd F3 2020 location Cairo color Dark grey transmission Manual
Volkswagen Passat 2010,650000.0,Petroleum,250000.0,Volkswagen,Passat,6 October,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/volks-wagen/passat/6135065,2010.0,13.384729180332174,16.0,15625.0,brand Volkswagen model Passat name Volkswagen Passat 2010 location 6 October color Petroleum transmission Automatic
MG ZS 2021,789000.0,Red,70000.0,MG,ZS,Mohandessin,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/zs/6135056,2021.0,13.578522867254332,5.0,14000.0,brand MG model ZS name MG ZS 2021 location Mohandessin color Red transmission Automatic
Kia Rio 2014,499000.0,Black,130000.0,Kia,Rio,Heliopolis,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/kia/rio/6135048,2014.0,13.120363378739663,12.0,10833.333333333334,brand Kia model Rio name Kia Rio 2014 location Heliopolis color Black transmission Automatic
Byd F3 2018,349000.0,Dark red,90000.0,Byd,F3,Shobra,2023-11-24,Manual,No,No,Yes,https://eg.hatla2ee.com/en/car/byd/f3/6135036,2018.0,12.762830066509972,8.0,11250.0,brand Byd model F3 name Byd F3 2018 location Shobra color Dark red transmission Manual
Hyundai Elantra AD 2019,769000.0,Dark blue,90000.0,Hyundai,Elantra AD,Pyramids Gardens,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/hyundai/Elantra-AD/6135011,2019.0,13.552847548877052,7.0,12857.142857142857,brand Hyundai model Elantra AD name Hyundai Elantra AD 2019 location Pyramids Gardens color Dark blue transmission Automatic
Ford Kuga 2015,750000.0,Silver,300000.0,Ford,Kuga,Tagamo3 - New Cairo,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/ford/kuga/6134622,2015.0,13.527829818844937,11.0,27272.727272727272,brand Ford model Kuga name Ford Kuga 2015 location Tagamo3 - New Cairo color Silver transmission Manual
Mitsubishi Lancer EX Shark 2015,610000.0,Gray,107000.0,Mitsubishi,Lancer EX Shark,Tanta,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6134586,2015.0,13.321215875492413,11.0,9727.272727272728,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2015 location Tanta color Gray transmission Manual
Fiat Tipo 2021,729000.0,White,45000.0,Fiat,Tipo,6 October,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/fiat/tipo/6134993,2021.0,13.499430382731967,5.0,9000.0,brand Fiat model Tipo name Fiat Tipo 2021 location 6 October color White transmission Automatic
Dodge Durango 2009,1200000.0,Black,167000.0,Dodge,Durango,Sheikh Zayed City,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/dodge/durango/6134933,2009.0,13.997832948091215,17.0,9823.529411764706,brand Dodge model Durango name Dodge Durango 2009 location Sheikh Zayed City color Black transmission Automatic
Renault Duster 2017,650000.0,White,130000.0,Renault,Duster,10th of Ramadan,2023-11-24,Automatic,Yes,No,Yes,https://eg.hatla2ee.com/en/car/renault/duster/6134952,2017.0,13.384729180332174,9.0,14444.444444444445,brand Renault model Duster name Renault Duster 2017 location 10th of Ramadan color White transmission Automatic
Volvo V60 2021,2450000.0,Silver,50000.0,Volvo,V60,Tagamo3 - New Cairo,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/volvo/v60/6134897,2021.0,14.711598990684092,5.0,10000.0,brand Volvo model V60 name Volvo V60 2021 location Tagamo3 - New Cairo color Silver transmission Automatic
Hyundai Matrix 2003,350000.0,Green,160000.0,Hyundai,Matrix,Kafr el-Sheikh,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/hyundai/matrix/6133830,2003.0,12.765691290604371,23.0,6956.521739130435,brand Hyundai model Matrix name Hyundai Matrix 2003 location Kafr el-Sheikh color Green transmission Manual
Mitsubishi Lancer EX Shark 2008,520000.0,Black,240000.0,Mitsubishi,Lancer EX Shark,Zagazig,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/mitsubishi/Lancer-EX-Shark/6134873,2008.0,13.161586013632684,18.0,13333.333333333334,brand Mitsubishi model Lancer EX Shark name Mitsubishi Lancer EX Shark 2008 location Zagazig color Black transmission Automatic
BMW 316 2014,1250000.0,Black,145000.0,BMW,316,6 October,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/bmw/316/6134837,2014.0,14.038654909278163,12.0,12083.333333333334,brand BMW model 316 name BMW 316 2014 location 6 October color Black transmission Automatic
Chery Tiggo 7 2023,950000.0,Silver,40000.0,Chery,Tiggo 7,Obour City,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chery/Tiggo-7/6134852,2023.0,13.76421831620775,3.0,13333.333333333334,brand Chery model Tiggo 7 name Chery Tiggo 7 2023 location Obour City color Silver transmission Automatic
Skoda Fantasia 2010,750000.0,Silver,119000.0,Skoda,Fantasia,Cairo,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/skoda/fantasia/6134531,2010.0,13.527829818844937,16.0,7437.5,brand Skoda model Fantasia name Skoda Fantasia 2010 location Cairo color Silver transmission Automatic
Chevrolet Optra 2013,400000.0,Black,190000.0,Chevrolet,Optra,El Mahalla,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/chevrolet/optra/6134660,2013.0,12.899222326086994,13.0,14615.384615384615,brand Chevrolet model Optra name Chevrolet Optra 2013 location El Mahalla color Black transmission Automatic
Skoda Octavia A7 2016,920000.0,Black,117000.0,Skoda,Octavia A7,Kafr el-Sheikh,2023-11-24,Manual,No,No,No,https://eg.hatla2ee.com/en/car/skoda/Octavia-A7/6134697,2016.0,13.732130035981154,10.0,11700.0,brand Skoda model Octavia A7 name Skoda Octavia A7 2016 location Kafr el-Sheikh color Black transmission Manual
Renault Megane 2001,165000.0,Silver,318000.0,Renault,Megane,Touhk,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/renault/megane/6134595,2001.0,12.013706813470414,25.0,12720.0,brand Renault model Megane name Renault Megane 2001 location Touhk color Silver transmission Automatic
MG HS 2021,1125000.0,Black,105000.0,MG,HS,El Haram,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/moris-garage/MG-HS/6134247,2021.0,13.933294482509151,5.0,21000.0,brand MG model HS name MG HS 2021 location El Haram color Black transmission Automatic
Opel Astra 2020,850000.0,Petroleum,94000.0,Opel,Astra,Maadi,2023-11-24,Automatic,No,No,No,https://eg.hatla2ee.com/en/car/opel/astra/6134259,2020.0,13.652992804936396,6.0,15666.666666666666,brand Opel model Astra name Opel Astra 2020 location Maadi color Petroleum transmission Automatic
Peugeot 208 2016,550000.0,Black,106000.0,Peugeot,208,Nasr city,2023-11-24,Automatic,Yes,Yes,Yes,https://eg.hatla2ee.com/en/car/peugeot/208/6134565,2016.0,13.217675375388819,10.0,10600.0,brand Peugeot model 208 name Peugeot 208 2016 location Nasr city color Black transmission Automatic
